"2026-05-28 14:56:49",2724,$ 39.000,completed,"Ari Ortiz",returning,"1× Oculops",1,,39000,Desconocido
"2026-05-28 14:56:44",2723,$ 39.000,completed,"Ari Ortiz",returning,"1× Brimps",1,,39000,Desconocido
"2026-05-28 14:56:40",2722,$ 39.000,completed,"Ari Ortiz",returning,"1× Somnuks",1,,39000,Desconocido
"2026-05-28 14:56:35",2721,$ 39.000,completed,"Ari Ortiz",returning,"1× Vorabuns",1,,39000,Desconocido
"2026-05-28 14:56:30",2720,$ 39.000,completed,"Ari Ortiz",new,"1× Carnivales",1,,39000,Desconocido
"2026-05-28 14:56:24",2719,$ 39.000,completed,"Clara Castro",returning,"1× Mosskins",1,,39000,Desconocido
"2026-05-28 14:56:19",2718,$ 39.000,completed,"Clara Castro",returning,"1× Sporelings",1,,39000,Desconocido
"2026-05-28 14:56:14",2717,$ 39.000,completed,"Clara Castro",returning,"1× Rootfolk",1,,39000,Desconocido
"2026-05-28 14:56:09",2716,$ 39.000,completed,"Clara Castro",returning,"1× Velari",1,,39000,Desconocido
"2026-05-28 14:56:04",2715,$ 39.000,completed,"Clara Castro",new,"1× Mushgroves",1,,39000,Desconocido
"2026-05-28 14:55:54",2714,$ 39.000,completed,"Elena Diaz",returning,"1× Stitchlings",1,,39000,Desconocido
"2026-05-28 14:55:49",2713,$ 39.000,completed,"Elena Diaz",returning,"1× Drowskats",1,,39000,Desconocido
"2026-05-28 14:55:44",2712,$ 39.000,completed,"Elena Diaz",returning,"1× Mawlings",1,,39000,Desconocido
"2026-05-28 14:55:39",2711,$ 39.000,completed,"Elena Diaz",returning,"1× Auraliths",1,,39000,Desconocido
"2026-05-28 14:55:37",2710,$ 24.000,completed,"Mara Gomez",returning,"1× Baphy",1,,24000,Desconocido
"2026-05-28 14:55:34",2709,$ 39.000,completed,"Elena Diaz",new,"1× Noctheris",1,,39000,Desconocido
"2026-05-28 14:55:28",2708,$ 39.000,completed,"Sofia Vargas",returning,"1× Frostkins",1,,39000,Desconocido
"2026-05-28 14:55:23",2707,$ 39.000,completed,"Sofia Vargas",returning,"1× Moonfae",1,,39000,Desconocido
"2026-05-28 14:55:18",2706,$ 39.000,completed,"Sofia Vargas",returning,"1× Runeborns",1,,39000,Desconocido
"2026-05-28 14:55:13",2705,$ 39.000,completed,"Sofia Vargas",returning,"1× Twiglets",1,,39000,Desconocido
"2026-05-28 14:55:08",2703,$ 39.000,completed,"Sofia Vargas",new,"1× Peelbeasts",1,,39000,Desconocido
"2026-05-28 14:55:03",2702,$ 39.000,completed,"Mila Lopez",returning,"1× Monoculs",1,,39000,Desconocido
"2026-05-28 14:54:58",2701,$ 39.000,completed,"Mila Lopez",returning,"1× Peekers",1,,39000,Desconocido
"2026-05-28 14:54:52",2700,$ 12.000,completed,"Mila Lopez",returning,"1× Stitchy",1,,12000,Desconocido
"2026-05-28 14:54:47",2699,$ 39.000,completed,"Mila Lopez",returning,"1× Cthulhuita",1,,39000,Desconocido
"2026-05-28 14:54:43",2698,$ 24.000,completed,"Mila Lopez",new,"1× Baphy",1,,24000,Desconocido
"2026-05-28 14:54:37",2697,$ 39.000,completed,"Vera Ramirez",returning,"1× Oculops",1,,39000,Desconocido
"2026-05-28 14:54:31",2696,$ 39.000,completed,"Vera Ramirez",returning,"1× Brimps",1,,39000,Desconocido
"2026-05-28 14:54:26",2695,$ 39.000,completed,"Vera Ramirez",returning,"1× Somnuks",1,,39000,Desconocido
"2026-05-28 14:54:21",2694,$ 39.000,completed,"Vera Ramirez",returning,"1× Vorabuns",1,,39000,Desconocido
"2026-05-28 14:54:16",2693,$ 39.000,completed,"Vera Ramirez",new,"1× Carnivales",1,,39000,Desconocido
"2026-05-28 14:54:11",2692,$ 39.000,completed,"Iris Torres",returning,"1× Mosskins",1,,39000,Desconocido
"2026-05-28 14:54:05",2691,$ 39.000,completed,"Iris Torres",returning,"1× Sporelings",1,,39000,Desconocido
"2026-05-28 14:54:00",2690,$ 39.000,completed,"Iris Torres",returning,"1× Rootfolk",1,,39000,Desconocido
"2026-05-28 14:53:55",2689,$ 39.000,completed,"Iris Torres",returning,"1× Velari",1,,39000,Desconocido
"2026-05-28 14:53:50",2688,$ 39.000,completed,"Iris Torres",new,"1× Mushgroves",1,,39000,Desconocido
"2026-05-28 14:53:45",2687,$ 39.000,completed,"Nina Rojas",returning,"1× Stitchlings",1,,39000,Desconocido
"2026-05-28 14:53:41",2686,$ 39.000,completed,"Nina Rojas",returning,"1× Drowskats",1,,39000,Desconocido
"2026-05-28 14:53:36",2685,$ 39.000,completed,"Nina Rojas",returning,"1× Mawlings",1,,39000,Desconocido
"2026-05-28 14:53:31",2684,$ 39.000,completed,"Nina Rojas",returning,"1× Auraliths",1,,39000,Desconocido
"2026-05-28 14:53:26",2683,$ 39.000,completed,"Nina Rojas",new,"1× Noctheris",1,,39000,Desconocido
"2026-05-28 14:53:21",2682,$ 39.000,completed,"Luna Perez",returning,"1× Frostkins",1,,39000,Desconocido
"2026-05-28 14:53:16",2681,$ 39.000,completed,"Luna Perez",returning,"1× Moonfae",1,,39000,Desconocido
"2026-05-28 14:53:11",2680,$ 39.000,completed,"Luna Perez",returning,"1× Runeborns",1,,39000,Desconocido
